 t(days)  x(AU)      y(AU)      z(AU)     vx(KPS)   vy(KPS)     vz(KPS)
 25.17  0.8880390  0.4258710  0.0000000 -12.880486  27.354603   0.000000
 25.21  0.8877288  0.4265291  0.0000000 -12.900325  27.345081   0.000000
 25.25  0.8874181  0.4271871  0.0000000 -12.920156  27.335543   0.000000
 25.29  0.8871069  0.4278448  0.0000000 -12.939980  27.325991   0.000000
 25.33  0.8867953  0.4285022  0.0000000 -12.959796  27.316425   0.000000
 25.38  0.8864832  0.4291595  0.0000000 -12.979606  27.306844   0.000000
 25.42  0.8861706  0.4298165  0.0000000 -12.999408  27.297248   0.000000
 25.46  0.8858575  0.4304733  0.0000000 -13.019203  27.287638   0.000000
 25.50  0.8855440  0.4311298  0.0000000 -13.038990  27.278014   0.000000
 25.54  0.8852300  0.4317861  0.0000000 -13.058770  27.268374   0.000000
 25.58  0.8849155  0.4324422  0.0000000 -13.078543  27.258721   0.000000
 25.62  0.8846005  0.4330981  0.0000000 -13.098309  27.249053   0.000000
 25.67  0.8842851  0.4337537  0.0000000 -13.118067  27.239370   0.000000
 25.71  0.8839692  0.4344091  0.0000000 -13.137818  27.229673   0.000000
 25.75  0.8836528  0.4350642  0.0000000 -13.157561  27.219961   0.000000
 25.79  0.8833359  0.4357191  0.0000000 -13.177297  27.210235   0.000000
 25.83  0.8830186  0.4363738  0.0000000 -13.197026  27.200495   0.000000
 25.88  0.8827007  0.4370283  0.0000000 -13.216747  27.190740   0.000000
 25.92  0.8823825  0.4376825  0.0000000 -13.236460  27.180970   0.000000
 25.96  0.8820637  0.4383365  0.0000000 -13.256167  27.171187   0.000000
 26.00  0.8817444  0.4389902  0.0000000 -13.275866  27.161388   0.000000
 26.04  0.8814247  0.4396437  0.0000000 -13.295557  27.151575   0.000000
 26.08  0.8811045  0.4402970  0.0000000 -13.315241  27.141748   0.000000
 26.12  0.8807839  0.4409500  0.0000000 -13.334917  27.131907   0.000000
 26.17  0.8804627  0.4416028  0.0000000 -13.354586  27.122050   0.000000
 26.21  0.8801411  0.4422554  0.0000000 -13.374248  27.112180   0.000000
 26.25  0.8798191  0.4429077  0.0000000 -13.393902  27.102295   0.000000
 26.29  0.8794965  0.4435598  0.0000000 -13.413548  27.092396   0.000000
 26.33  0.8791735  0.4442116  0.0000000 -13.433187  27.082482   0.000000
 26.38  0.8788500  0.4448632  0.0000000 -13.452819  27.072554   0.000000
 26.42  0.8785260  0.4455146  0.0000000 -13.472442  27.062612   0.000000
 26.46  0.8782016  0.4461657  0.0000000 -13.492059  27.052655   0.000000
 26.50  0.8778766  0.4468166  0.0000000 -13.511667  27.042683   0.000000
 26.54  0.8775513  0.4474673  0.0000000 -13.531269  27.032698   0.000000
 26.58  0.8772254  0.4481177  0.0000000 -13.550862  27.022698   0.000000
 26.62  0.8768991  0.4487679  0.0000000 -13.570448  27.012684   0.000000
 26.67  0.8765723  0.4494178  0.0000000 -13.590026  27.002655   0.000000
 26.71  0.8762450  0.4500675  0.0000000 -13.609597  26.992612   0.000000
 26.75  0.8759173  0.4507169  0.0000000 -13.629160  26.982554   0.000000
 26.79  0.8755890  0.4513661  0.0000000 -13.648715  26.972483   0.000000
 26.83  0.8752604  0.4520151  0.0000000 -13.668263  26.962397   0.000000
 26.88  0.8749312  0.4526638  0.0000000 -13.687803  26.952296   0.000000
 26.92  0.8746016  0.4533123  0.0000000 -13.707335  26.942182   0.000000
 26.96  0.8742715  0.4539605  0.0000000 -13.726860  26.932053   0.000000
 27.00  0.8739409  0.4546085  0.0000000 -13.746377  26.921910   0.000000
 27.04  0.8736099  0.4552562  0.0000000 -13.765886  26.911752   0.000000
 27.08  0.8732784  0.4559037  0.0000000 -13.785388  26.901580   0.000000
 27.12  0.8729464  0.4565510  0.0000000 -13.804882  26.891394   0.000000
 27.17  0.8726140  0.4571980  0.0000000 -13.824368  26.881194   0.000000
 27.21  0.8722810  0.4578447  0.0000000 -13.843846  26.870979   0.000000
 27.25  0.8719477  0.4584912  0.0000000 -13.863317  26.860750   0.000000
 27.29  0.8716138  0.4591375  0.0000000 -13.882779  26.850507   0.000000
 27.33  0.8712795  0.4597835  0.0000000 -13.902234  26.840249   0.000000
 27.38  0.8709447  0.4604293  0.0000000 -13.921681  26.829978   0.000000
 27.42  0.8706095  0.4610748  0.0000000 -13.941121  26.819692   0.000000
 27.46  0.8702737  0.4617201  0.0000000 -13.960552  26.809392   0.000000
 27.50  0.8699376  0.4623651  0.0000000 -13.979976  26.799077   0.000000
 27.54  0.8696009  0.4630099  0.0000000 -13.999392  26.788749   0.000000
 27.58  0.8692638  0.4636545  0.0000000 -14.018800  26.778406   0.000000
 27.62  0.8689262  0.4642987  0.0000000 -14.038200  26.768049   0.000000
 27.67  0.8685881  0.4649428  0.0000000 -14.057592  26.757678   0.000000
 27.71  0.8682496  0.4655866  0.0000000 -14.076977  26.747292   0.000000
 27.75  0.8679106  0.4662301  0.0000000 -14.096353  26.736892   0.000000
 27.79  0.8675712  0.4668734  0.0000000 -14.115722  26.726479   0.000000
 27.83  0.8672312  0.4675164  0.0000000 -14.135083  26.716051   0.000000
 27.88  0.8668909  0.4681592  0.0000000 -14.154435  26.705609   0.000000
 27.92  0.8665500  0.4688017  0.0000000 -14.173780  26.695152   0.000000
 27.96  0.8662087  0.4694440  0.0000000 -14.193117  26.684682   0.000000
 28.00  0.8658669  0.4700860  0.0000000 -14.212446  26.674197   0.000000
 28.04  0.8655247  0.4707278  0.0000000 -14.231767  26.663698   0.000000
 28.08  0.8651819  0.4713693  0.0000000 -14.251080  26.653185   0.000000
 28.12  0.8648388  0.4720106  0.0000000 -14.270385  26.642658   0.000000
 28.17  0.8644951  0.4726516  0.0000000 -14.289682  26.632117   0.000000
 28.21  0.8641510  0.4732924  0.0000000 -14.308971  26.621562   0.000000
 28.25  0.8638065  0.4739329  0.0000000 -14.328252  26.610993   0.000000
 28.29  0.8634614  0.4745731  0.0000000 -14.347525  26.600409   0.000000
 28.33  0.8631159  0.4752131  0.0000000 -14.366789  26.589812   0.000000
 28.38  0.8627700  0.4758529  0.0000000 -14.386046  26.579200   0.000000
 28.42  0.8624235  0.4764924  0.0000000 -14.405295  26.568574   0.000000
 28.46  0.8620766  0.4771316  0.0000000 -14.424536  26.557934   0.000000
 28.50  0.8617293  0.4777706  0.0000000 -14.443768  26.547280   0.000000
 28.54  0.8613815  0.4784093  0.0000000 -14.462993  26.536612   0.000000
 28.58  0.8610332  0.4790478  0.0000000 -14.482209  26.525930   0.000000
 28.62  0.8606845  0.4796860  0.0000000 -14.501417  26.515234   0.000000
 28.67  0.8603353  0.4803239  0.0000000 -14.520618  26.504524   0.000000
 28.71  0.8599856  0.4809616  0.0000000 -14.539810  26.493800   0.000000
 28.75  0.8596355  0.4815990  0.0000000 -14.558994  26.483062   0.000000
 28.79  0.8592849  0.4822362  0.0000000 -14.578169  26.472309   0.000000
 28.83  0.8589338  0.4828731  0.0000000 -14.597337  26.461543   0.000000
 28.88  0.8585823  0.4835098  0.0000000 -14.616496  26.450763   0.000000
 28.92  0.8582304  0.4841462  0.0000000 -14.635647  26.439968   0.000000
 28.96  0.8578779  0.4847823  0.0000000 -14.654790  26.429160   0.000000
 29.00  0.8575250  0.4854182  0.0000000 -14.673925  26.418338   0.000000
 29.04  0.8571717  0.4860538  0.0000000 -14.693052  26.407501   0.000000
 29.08  0.8568179  0.4866891  0.0000000 -14.712170  26.396651   0.000000
 29.12  0.8564636  0.4873242  0.0000000 -14.731280  26.385787   0.000000
 29.17  0.8561089  0.4879591  0.0000000 -14.750382  26.374909   0.000000
 29.21  0.8557537  0.4885936  0.0000000 -14.769475  26.364017   0.000000
 29.25  0.8553980  0.4892279  0.0000000 -14.788561  26.353110   0.000000
 29.29  0.8550419  0.4898620  0.0000000 -14.807638  26.342190   0.000000
 29.33  0.8546854  0.4904958  0.0000000 -14.826706  26.331256   0.000000
 29.38  0.8543283  0.4911293  0.0000000 -14.845767  26.320308   0.000000
